"data.identification.country_registered","company_number","data.country_of_residence","data.name","data.address.country","data.identification.registration_number","CompanyName","CountryOfOrigin","IncorporationDate","SICCode.SicText_1","tender_id","tender_year","bid_price","lot_status","buyer_name","buyer_mainActivities","buyer_buyerType","new_data.identification.country_registered","secret","age"
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","bf12f687-5aac-4e6c-93f1-0d3d20aef81a",2009,NA,"AWARDED","NHS Purchasing and Supply Agency","HEALTH,OTHER,GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","4e270a19-484c-4bae-a963-28614b180e1a",2010,NA,"AWARDED","NHS Commercial Medicines Unit (Formerly NHS Purchasing and Supply Agency)","HEALTH,OTHER","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","57306401-f085-4445-861c-93788c4555e1",2010,NA,"AWARDED","Healthcare Purchasing Consortium (HPC)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","e12ba09f-8ef0-46ac-a425-4c07242061a5",2015,NA,"AWARDED","Berkshire Healthcare NHS Foundation Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","3a6a1408-d9b1-4c56-bb2b-475f85bba2ba",2009,NA,"AWARDED","Cambridge University Hospitals NHS Foundation Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","c02c6e2e-cf0d-4ba7-919c-9c4f493e151f",2014,NA,"AWARDED","NHS Supply Chain acting as agent for NHS Business Services Authority","HEALTH,EDUCATION","NATIONAL_AGENCY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","dfd91223-0f24-4785-9fa2-89a3bb92626b",2017,1483810,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","89dfaeb8-2eb9-4d61-a092-594e768edd65",2012,NA,"AWARDED","NHS Shared Business Services Ltd (NHS SBS)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS","OTHER","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","6e567439-ec7e-4d95-a7ec-c0a7bdd2b1cf",2012,NA,"AWARDED","NHS Wales Shared Services Partnership hosted by Velindre NHS Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","28a5c2b8-1b65-4018-9a7c-e19a620c03a7",2012,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (""the Authority"")","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","be36bdaa-bf32-447c-b3b7-a238ce7a021e",2010,NA,"AWARDED","NHS Commercial Medicines Unit","OTHER,HEALTH","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","acaadd05-8b7c-47f4-8d00-70c6e30f6f17",2009,24350.85,"AWARDED","Central Services Agency, Regional Supplies Service","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","7730eb69-155f-41a7-ae89-9a7e5476eb15",2016,13238,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (""the Authority"")","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","840e3250-862e-4559-a1d1-316187ce3ff9",2016,54831776,"AWARDED","East of England NHS Collaborative Procurement Hub c/o Southend University Hospital NHS Foundation Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","f1c94ac3-4ff9-4927-a9a7-e8bfce56f678",2010,NA,"AWARDED","Welsh Health Supplies","HEALTH,SOCIAL_PROTECTION,GENERAL_PUBLIC_SERVICES","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","ed7f012a-a2c8-4714-a2b3-0906f51c250d",2014,NA,"AWARDED","NHS Supply Chain acting as agent for NHS Business Services Authority","HEALTH,EDUCATION","NATIONAL_AGENCY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","b2268f92-997f-4e2d-9a1f-8362e1b0a523",2009,727033.31,"AWARDED","HSC Business Services Organisation, Procurement and Logistics Service","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","227d411e-0430-44eb-a2fb-e47b3d0040f0",2009,NA,"AWARDED","NHS Purchasing and Supply Agency","HEALTH,OTHER,GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","dfd91223-0f24-4785-9fa2-89a3bb92626b",2017,732846,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","46fd3ba3-667b-4b61-887c-6a03583dfab7",2018,2742062,"AWARDED","Chesterfield Royal Hospital NHS Foundation Trust","HEALTH,GENERAL_PUBLIC_SERVICES","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","5579dfc9-13ce-4d91-a9f3-f0fb47709ca2",2013,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","9c8da82c-1749-4f71-8f5a-91ea6029cf33",2009,NA,"AWARDED","NHS Purchasing and Supply Agency","HEALTH,OTHER,GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","0710c972-9e9e-4161-bc64-71831e9ed820",2012,3435139,"AWARDED","Procurement and Logistics Service","HEALTH,GENERAL_PUBLIC_SERVICES,SOCIAL_PROTECTION,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","e6c6e51d-d2ed-460c-adcc-fa523a4e95f3",2013,NA,"AWARDED","Royal Brompton and Harefield NHS Trust","HEALTH,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","f2363c87-350e-46e4-acf8-c0484f3ef81c",2012,NA,"AWARDED","Procurement and Logistics Service","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","fa621d08-8302-4060-9f71-723911704730",2014,NA,"AWARDED","NHS Supply Chain acting as agent for NHS Business Services Authority","HEALTH,EDUCATION","NATIONAL_AGENCY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","46fd3ba3-667b-4b61-887c-6a03583dfab7",2018,2742062,"AWARDED","Northampton Healthcare NHS Foundation Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","fb040029-3237-456b-8b44-fe92823884e7",2009,NA,"AWARDED","Welsh Health Supplies","HEALTH,SOCIAL_PROTECTION,GENERAL_PUBLIC_SERVICES","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","3cf0274f-e9ce-4577-9456-65bb75846312",2014,NA,"AWARDED","Royal Brompton and Harefield NHS Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","a69e8041-7b25-43ef-9e54-767749b1515c",2009,NA,"AWARDED","Common Services Agency (known as NSS contracting through National Procurement (""the Authority""))","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","eb620b52-8c19-44dc-96c0-e57d9eb6e7b4",2010,118903.29,"AWARDED","Plymouth Hospitals NHS Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","6eb9167d-0ebb-4956-8d6f-4c247f364f9e",2009,NA,"AWARDED","NHS Commercial Medicines Unit","HEALTH,OTHER","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","be01eea7-9d62-4712-a0d2-fe0679d8339b",2018,2253874,"AWARDED","NHS London Procurement Partnership (hosted by Guys and St Thomas' Hospital NHS Foundation Trust)","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","08093378-25f4-4b68-ab0a-dcfbd582b658",2010,NA,"AWARDED","Pro-Cure","HEALTH,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","de61a6a8-729a-4079-be4b-fe17de105ae6",2009,NA,"AWARDED","NHS Commercial Medicines Unit (part of the Department of Health) on behalf of the Secretary of State for Health","HEALTH,OTHER","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","a9ebd457-7c9f-47a2-a512-7baaa19319fe",2009,NA,"AWARDED","The Common Services Agency (commonly known as NSS) acting through its division National Procurement","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","dfd91223-0f24-4785-9fa2-89a3bb92626b",2017,570510,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","328e5fc2-e591-4946-b7cc-e2fc42c65b58",2012,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","9f1827b9-7b3e-4d60-b2d8-dc4d1ffbbbf2",2009,NA,"AWARDED","The Newcastle upon Tyne Hospitals NHS Foundation Trust","HEALTH","OTHER","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","10e57400-2640-463b-bed7-d2af67b170b6",2009,NA,"AWARDED","Common Services Agency (commonly known as NHS National Services Scotland) (""Authority"")","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","837baf83-8870-4172-90bd-a8e54c1110a2",2013,NA,"AWARDED","NHS Wales Shared Services Partnership — Procurement Services (as hosted by Velindre NHS Trust)","HEALTH,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","eca10a65-970a-4c61-b5fa-3738c7369694",2009,NA,"AWARDED","NHS Purchasing and Supply Agency","HEALTH,OTHER,GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","11305bd2-f904-44ca-96bd-f9fcb53aaae5",2010,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (""the Authority"")","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","a5c490dd-8a91-404a-8814-d010ff04607b",2013,NA,"AWARDED","Royal Devon and Exeter NHS Foundation Trust","HEALTH,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","d2edf8c1-204f-4ba7-adb6-a3d0e898bd59",2010,NA,"AWARDED","NHS Scotland National Procurement","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","62235c8e-6f29-42dc-82f5-7ea7b82893f4",2010,8850869.63,"AWARDED","University Hospital Birmingham NHS Foundation Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","b3233a1d-2533-4cd5-bc8b-d3891a91c047",2016,2650921,"AWARDED","Western Health and Social Care Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","18f43e10-bb11-4a20-acd7-0254d6b02f22",2009,NA,"AWARDED","NHS Purchasing and Supply Agency","HEALTH,OTHER,GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","ec5ec5f9-70bc-43e5-95b4-5eeba217334d",2016,8705939,"AWARDED","The Secretary of State for Health acting as part of the Crown through the Commercial Medicines Unit (part of the Department of Health)","OTHER,HEALTH","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","d95ceecb-b183-4e23-b5ae-3cf02c0da4c3",2014,NA,"AWARDED","Royal Brompton and Harefield NHS Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","bf87a8c6-7f7d-4c53-b854-7d3266432d46",2010,NA,"AWARDED","University Hospitals Birmingham","HEALTH,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","fbc19966-1168-48f3-ada8-93e48ffcada3",2015,NA,"AWARDED","North of England NHS Commercial Procurement Collaborative (NOE CPC) (hosted by and acting through Leeds and York Partnership NHS Foundation Trust)","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","404facbb-ecfe-4e3a-a1e2-38296efb60b5",2010,NA,"AWARDED","NHS Purchasing and Supply Agency","HEALTH,OTHER,GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","4281d65a-b86f-433b-a0ce-6eaf41bf9729",2014,NA,"AWARDED","NHS Supply Chain acting as agent for NHS Business Services Authority","HEALTH","NATIONAL_AGENCY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","dfd91223-0f24-4785-9fa2-89a3bb92626b",2017,1559634,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","ec9e9ce6-5f76-4c05-9f7a-8b52acfa6956",2010,1718413.69,"AWARDED","Royal Brompton and Harefield NHS Trust","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","fa1d32dd-efd4-4966-9cb1-e5a1ffee90b5",2013,NA,"AWARDED","East Midlands Pharmacy Collaborative","HEALTH","NATIONAL_AGENCY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","da3f972f-234e-4cad-bd37-51c794374bff",2012,NA,"AWARDED","The Leeds Teaching Hospitals","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","f61b68f1-5a36-43c0-9ba0-ff18bea6febf",2009,NA,"AWARDED","National Procurement, NHS National Services Scotland","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","dfd91223-0f24-4785-9fa2-89a3bb92626b",2017,49825,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","e1a308cc-0214-43ec-8b65-145cf58cdc8e",2017,342569385,"AWARDED","NHS Shared Business Services","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER,DEFENCE,HOUSING_AND_COMMUNITY_AMENITIES","OTHER","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","8bd56eb9-aca7-4ee7-ba0a-04a70804dca1",2009,653968.11,"AWARDED","Business Services Organisation, Procurement and Logistics Service","","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","66f5051f-6827-49ac-9031-2a3a9e6c6502",2019,3387411,"AWARDED","The Secretary of State for Health acting as part of the Crown through the Commercial Medicines Unit (part of the Department of Health)","OTHER,HEALTH","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","ae67e645-f5e0-4467-a49c-7df380939083",2016,NA,"AWARDED","Imperial College Healthcare NHS Trust","HEALTH,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","5579dfc9-13ce-4d91-a9f3-f0fb47709ca2",2013,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","f8b8d61a-f0d6-424f-8dda-ad4d1f332c31",2018,NA,"AWARDED","DEPARTMENT OF HEALTH","","","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","233522f3-d655-42b1-9636-41898d2467d1",2010,NA,"AWARDED","NHS Commercial Medicines Unit","OTHER,HEALTH","NATIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","7fe8868c-3930-4be7-90d2-1c35c7db40dd",2009,NA,"AWARDED","NHS Supply Chain acting as an agent for NHS Business Services Authority","HEALTH","NATIONAL_AGENCY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","d8f40a4d-e365-4cae-af5e-e1167f69cf84",2009,NA,"AWARDED","County Durham Procurement Consortium","HEALTH","REGIONAL_AUTHORITY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","72031cf3-4ff9-4d40-94a0-26d34565ba21",2013,886501,"AWARDED","Procurement and Logistics Service","HEALTH,GENERAL_PUBLIC_SERVICES,SOCIAL_PROTECTION,OTHER","PUBLIC_BODY","Delaware, USA",1,72
"Delaware","00461365",NA,"Baxter International Incorporated","United States","36-0781620","BAXTER HEALTHCARE LIMITED","United Kingdom","18/11/1948","21100 - Manufacture of basic pharmaceutical products","972fcb77-6985-4a9d-a066-2152b5945e8d",2011,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (""the Authority"")","HEALTH","PUBLIC_BODY","Delaware, USA",1,72
